Cust No.,First Name,Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Num Of Policies,Credit Card,Active Member,Salary,Exited
341,Harrison,Kerr,642,Germany,Female,40,6,129502.49,2,No,Yes,86099,1
342,Murphy,Tien,659,France,Male,31,4,118342.26,1,No,No,161574,0
343,Perkins,Marrero,545,Spain,Female,47,5,,2,Yes,Yes,38970,0
344,Scott,White,543,France,Male,22,8,,2,No,No,127587,0
345,Owens,Pisano,718,France,Female,25,7,,2,Yes,No,30380,0
346,Parker,Brown,840,France,Female,43,7,,2,Yes,No,90909,0
347,Harris,Freeman,630,Germany,Female,34,9,106937.05,2,Yes,No,138275,0
348,Higgins,Russell,643,Germany,Male,59,3,170331.37,1,Yes,Yes,32172,0
349,Reed,Seleznyov,654,Germany,Female,32,1,114510.85,1,Yes,Yes,126143,0
350,Davis,Yusupova,582,France,Male,39,5,,2,Yes,Yes,129893,0
351,Douglas,Foley,659,Spain,Male,32,3,107594.11,2,Yes,Yes,102417,0
352,Ross,Shih,762,Spain,Male,39,2,81273.13,1,Yes,Yes,18720,0
353,Mitchell,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,Yes,No,61936,0
354,Thomas,Power,670,Spain,Male,25,6,,2,Yes,Yes,78359,0
355,Hall,Amos,613,France,Female,45,1,187841.99,2,Yes,Yes,147224,0
356,Hall,Reed,539,France,Male,30,0,,2,Yes,No,160980,0
357,Thomas,Simmons,850,Spain,Female,57,8,126776.3,2,Yes,Yes,132298,0
358,Elliott,Ricci,522,Spain,Male,34,9,126436.29,1,Yes,No,174249,1
359,Watson,Yen,737,France,Male,41,1,101960.74,1,Yes,Yes,123547,0
360,Wilson,Campbell,520,France,Male,58,3,,2,No,Yes,32790,0
361,Nelson,West,706,Spain,Male,28,3,,2,No,Yes,181544,0
362,Jones,Robinson,643,Germany,Female,45,2,150842.93,1,No,Yes,2320,1
363,Mason,Bianchi,648,France,Female,50,9,102535.57,1,Yes,Yes,189543,0
364,Hamilton,Chen,443,Germany,Female,29,9,99027.61,2,Yes,No,10940,0
365,Hill,Madukaego,640,France,Male,68,9,,2,Yes,Yes,199493,0
366,Evans,Ibrahimova,628,Spain,Female,33,3,,1,Yes,Yes,188193,0
367,Anderson,Nolan,540,Germany,Female,42,9,87271.41,2,Yes,No,172573,0
368,Reed,Scott,460,Germany,Female,35,8,102742.91,2,Yes,Yes,189340,0
369,Taylor,Blair,636,Germany,Male,34,2,40105.51,2,No,Yes,53512,0
370,Holmes,Monaldo,593,France,Female,29,2,152265.43,1,Yes,No,34004,0
371,Cameron,Sutherland,801,Spain,Male,42,4,141947.67,1,Yes,Yes,10598,0
372,Alexander,Cole,640,Germany,Female,75,1,106307.91,2,No,Yes,113429,0
373,Ferguson,Briggs,611,Germany,Male,31,0,107884.81,2,Yes,Yes,183488,0
374,Mason,Gregory,802,Germany,Male,31,1,125013.72,1,Yes,Yes,187658,0
375,Mitchell,Bianchi,717,Germany,Male,35,7,58469.37,2,Yes,Yes,172459,0
376,Cunningham,Angelo,769,France,Female,39,8,,1,No,Yes,21016,0
377,Reed,Gardiner,745,Germany,Male,45,10,117231.63,3,Yes,Yes,122381,1
378,Henderson,Kerr,572,Spain,Male,35,4,152390.26,1,Yes,No,128124,0
379,Watson,Ko,629,Spain,Female,30,2,34013.63,1,Yes,No,19571,0
380,Gray,Distefano,687,Spain,Female,39,2,,3,No,No,188151,1
381,Payne,Farrell,483,France,Female,50,9,,2,Yes,Yes,111020,0
382,Carroll,Milano,690,France,Male,36,7,101583.11,2,Yes,No,123775,0
383,Parker,Ting,492,Germany,Female,30,10,77168.87,2,No,Yes,146700,0
384,Bailey,Boyd,709,Germany,Male,28,8,124695.72,2,Yes,No,145251,0
385,Hill,Onyemaechi,705,Germany,Male,44,3,105934.96,1,Yes,No,82464,0
386,Hall,Black,560,France,Female,66,9,,1,Yes,Yes,15928,0
387,Walker,Oliver,611,Spain,Male,46,6,,2,Yes,No,45886,0
388,Robinson,Greco,730,Spain,Male,62,2,,2,Yes,Yes,186490,0
389,Barnes,Whitehead,709,Spain,Female,45,2,,2,No,Yes,162923,0
390,Reed,Ikemefuna,544,France,Female,21,10,161525.96,2,Yes,No,9263,0
391,Miller,Morrison,712,Germany,Female,29,7,147199.07,1,Yes,Yes,84932,0
392,Stewart,Onyeoruru,752,Germany,Male,38,3,183102.29,1,Yes,Yes,71557,0
393,Mason,Cunningham,648,Spain,Male,46,9,127209,2,Yes,No,77406,1
394,Riley,Demidov,556,Spain,Male,38,8,,2,No,No,417,1
395,Wright,Celis,594,Spain,Female,24,0,97378.54,1,Yes,Yes,71405,0
396,Myers,Cheng,645,Germany,Female,37,2,136925.09,2,No,Yes,153400,0
397,Barrett,Knight,557,France,Male,33,3,54503.55,1,Yes,Yes,371,0
398,Gray,Morin,547,Germany,Male,32,8,155726.85,1,Yes,No,67790,0
399,Martin,Mills,701,France,Female,39,9,,2,No,Yes,145895,0
400,Harris,Outhwaite,616,France,Female,66,1,135842.41,1,Yes,No,183841,1
401,Harper,Tung,605,France,Male,52,1,63349.75,1,Yes,No,108887,0
402,Ellis,Pai,593,Germany,Female,38,4,129499.42,1,Yes,Yes,154071,0
403,West,Carpenter,751,Spain,Male,52,8,,2,No,Yes,179292,0
404,Barnes,Fennell,443,Spain,Male,36,6,70438.01,2,No,Yes,56937,0
405,Payne,Fontaine,685,France,Male,23,8,,2,Yes,Yes,112239,0
406,Hunt,Pratt,718,France,Male,36,9,,1,Yes,No,45910,0
407,Craig,Mitchell,538,Spain,Female,49,9,141434.04,1,No,No,173779,1
408,Reed,Franklin,611,Spain,Female,37,4,,2,Yes,No,125696,0
409,Cooper,K'ung,668,Germany,Male,37,10,152958.29,2,Yes,Yes,159586,0
410,Murray,Ko,537,Germany,Female,41,3,138306.34,1,Yes,No,106761,0
411,Evans,McKenzie,709,Spain,Male,23,10,,2,No,No,129590,0
412,Richards,Pino,850,France,Male,38,1,,2,Yes,Yes,80007,0
413,Smith,Fisk,745,Spain,Female,31,3,124328.84,1,Yes,Yes,140452,0
414,Riley,Chiang,693,Germany,Female,41,9,181461.48,3,Yes,Yes,187929,1
415,Henderson,Moseley,795,Spain,Male,35,8,,2,Yes,No,167155,0
416,Tucker,Hsiung,626,Spain,Male,26,8,,2,No,No,191421,0
417,Moore,Heath,487,Germany,Female,61,5,110368.03,1,No,No,11384,1
418,Ellis,Dellucci,556,France,Female,39,9,89588.35,1,Yes,Yes,94898,0
419,Tucker,Li,643,France,Female,46,6,,2,No,No,106782,0
420,Spencer,De Salis,605,France,Female,28,6,,2,No,No,159509,0
421,Mason,T'ang,756,Germany,Female,60,3,115924.89,1,Yes,No,93524,1
422,Ferguson,Richardson,586,France,Female,38,2,,2,Yes,No,87168,0
423,Ferguson,Fitch,535,Germany,Male,40,7,111756.5,1,Yes,No,8128,1
424,Turner,Stevenson,678,France,Female,35,4,,1,Yes,No,125518,0
425,Fowler,Estes,596,France,Male,39,9,,1,Yes,No,48964,0
426,Moore,Lattimore,648,France,Male,26,9,162923.85,1,Yes,No,98368,0
427,Bailey,Chung,492,Germany,Male,39,10,124576.65,2,Yes,No,148585,0
428,Dexter,Utz,702,France,Male,45,0,80793.58,1,Yes,Yes,27475,0
429,Carl,Wei,486,Germany,Female,40,9,71340.09,1,Yes,No,76192,0
430,Adrian,Boyle,568,Germany,Male,40,1,99282.63,1,No,No,134601,1
431,Aida,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,Yes,Yes,72468,1
432,Anna,Kuznetsova,724,Germany,Male,41,2,127892.57,2,No,Yes,199645,0
433,Heather,Pisani,548,Germany,Female,33,0,101084.36,1,Yes,No,42750,0
434,Ted,Manna,545,Germany,Female,37,8,114754.08,1,Yes,No,136050,1
435,Stella,Collier,683,France,Male,33,8,,1,No,No,73564,0
436,Arthur,Ricci,762,France,Female,51,3,99286.98,1,No,Yes,85579,0
437,Lucia,Carr,627,Germany,Female,30,4,79871.02,2,Yes,No,129827,0
438,Robert,Hs?,516,France,Male,35,10,104088.59,2,No,No,119666,0
439,Victoria,Findlay,800,France,Female,38,2,168190.33,2,Yes,No,68052,0
440,Adison,Hughes,464,Germany,Female,42,3,85679.25,1,Yes,Yes,164105,0
441,Alissa,Chukwuemeka,626,France,Female,35,3,,1,No,No,80190,0
442,Cherry,Genovese,790,France,Female,31,9,,2,Yes,No,84127,0
443,Adele,Swift,534,France,Female,34,7,121551.58,2,Yes,Yes,70179,0
444,Vanessa,Ugoji,745,France,Male,46,2,122220.19,1,Yes,Yes,118024,0
445,Leonardo,Parkinson,553,Spain,Male,47,3,116528.15,1,No,No,145704,1
446,Daryl,Ross,748,France,Female,26,1,77780.29,1,No,Yes,183049,0
447,Fiona,Oleary,722,France,Male,37,2,,1,No,No,120907,0
448,Melissa,Turnbull,501,France,Male,40,4,125832.2,1,Yes,Yes,100434,0
449,Kellan,Uspensky,675,France,Female,38,6,68065.8,1,No,No,138777,1
450,Carl,Cook,778,Spain,Female,47,6,127299.34,2,Yes,No,124695,0
451,Kate,Newbold,494,Germany,Female,38,7,174937.64,1,Yes,No,40084,0
452,Chelsea,Uchechukwu,850,France,Male,40,9,,2,No,Yes,119232,0
453,Carlos,Ch'en,592,Spain,Male,31,7,110071.1,1,No,No,43921,0
454,Michelle,He,590,Spain,Female,44,3,139432.37,1,Yes,No,62223,0
455,Dale,Hilton,758,France,Female,39,6,127357.76,1,No,Yes,56577,0
456,Arianna,Sal,506,France,Male,36,5,,2,Yes,No,164253,0
457,Jasmine,Eluemuno,733,France,Male,33,3,,1,Yes,Yes,7667,0
458,Dexter,Titus,711,France,Male,38,3,,2,Yes,No,68488,0
459,Carl,Yin,514,Germany,Male,43,1,95556.31,1,No,Yes,199274,1
460,Adrian,Lettiere,637,Spain,Male,37,8,,1,Yes,Yes,186062,0
461,Aida,Templeman,468,Germany,Male,29,1,111681.98,2,Yes,Yes,195711,0
462,Anna,Chibuzo,539,France,Male,39,3,,2,Yes,No,36692,0
463,Heather,Sun,509,Spain,Female,25,3,108738.71,2,Yes,No,106921,0
464,Ted,Evans,662,France,Female,32,4,133950.37,1,Yes,Yes,48726,1
465,Stella,Ogbonnaya,818,Spain,Male,26,4,,2,Yes,Yes,167037,0
466,Arthur,Enyinnaya,608,France,Male,33,9,89968.69,1,Yes,No,68777,0
467,Lucia,Olisanugo,850,Spain,Female,32,9,,2,Yes,Yes,18925,0
468,Robert,Brookes,816,Germany,Female,38,5,130878.75,3,Yes,No,71906,1
469,Victoria,Padovano,536,France,Male,35,8,,2,Yes,No,64833,0
470,Adison,Fisk,753,France,Male,35,3,,2,Yes,Yes,184844,0
471,Alissa,Shih,631,Spain,Male,27,10,134169.62,1,Yes,Yes,176730,0
472,Cherry,Hare,703,France,Male,37,1,149762.08,1,Yes,No,20629,1
473,Adele,Muir,774,France,Male,26,2,93844.69,1,Yes,No,28415,0
474,Vanessa,Fanucci,785,France,Male,28,8,,2,Yes,No,77231,0
475,Leonardo,Elewechi,571,France,Female,33,1,,2,Yes,No,102751,0
476,Daryl,Johnston,621,Germany,Male,46,6,141078.37,1,No,No,34581,1
477,Fiona,Pisano,605,Germany,Female,31,1,117992.59,1,Yes,Yes,183599,0
478,Melissa,Ankudinov,611,France,Female,40,8,100812.33,2,Yes,No,147358,0
479,Kellan,Nwokike,569,France,Male,38,7,,1,Yes,Yes,108469,0
480,Carl,Smith,658,France,Male,29,4,80262.6,1,Yes,Yes,20613,0
481,Kate,Atkins,788,Spain,Male,34,6,156478.62,1,No,Yes,181197,0
482,Chelsea,Burns,525,France,Female,23,5,,2,Yes,No,160249,0
483,Carlos,Obiuto,798,France,Male,37,8,,3,No,No,110783,0
484,Michelle,Pirozzi,486,Germany,Male,37,9,115217.99,2,Yes,No,144995,0
485,Dale,George,615,Spain,Male,61,9,,2,Yes,No,150228,1
486,Arianna,Lewis,730,France,Female,35,0,155470.55,1,Yes,Yes,53718,0
487,Jasmine,Moran,641,France,Male,37,7,,2,Yes,No,75248,0
488,Dexter,Dalrymple,542,France,Male,39,3,135096.77,1,Yes,Yes,14353,1
489,Carl,Carslaw,692,France,Male,30,2,,2,No,Yes,130487,0
490,Adrian,Kirby,714,Germany,Female,55,9,180075.22,1,Yes,Yes,100128,0
491,Aida,Houghton,591,Spain,Male,29,1,97541.24,1,Yes,Yes,196356,0
492,Anna,Martin,710,France,Female,41,2,156067.05,1,Yes,Yes,9984,0
493,Heather,Tan,639,France,Female,38,4,81550.94,2,No,Yes,118975,0
494,Ted,Hsia,531,France,Female,47,6,,1,No,No,194998,1
495,Dexter,Westerberg,673,France,Female,38,2,170061.92,2,No,No,134901,1
496,Carl,Hale,765,Germany,Male,36,8,92310.54,2,Yes,Yes,72925,0
497,Adrian,Kryukova,622,France,Female,32,6,169089.38,2,Yes,No,101058,0
498,Aida,Sopuluchukwu,806,France,Male,40,5,80613.93,1,Yes,Yes,142839,0
499,Anna,Barry,757,Germany,Male,26,8,121581.56,2,Yes,Yes,127059,0
500,Heather,Selezneva,570,France,Female,58,8,,1,No,Yes,116504,1
501,Ted,Chizuoke,555,Spain,Male,32,4,,2,Yes,Yes,54406,0
502,Stella,Lueck,692,France,Male,54,5,,2,Yes,Yes,88722,0
503,Arthur,Udinese,774,France,Male,60,5,85891.55,1,Yes,No,74135,1
504,Lucia,Udobata,638,Spain,Male,44,9,77637.35,2,Yes,Yes,111346,0
505,Robert,Freeman,543,Spain,Female,41,4,,1,No,No,194902,0
506,Victoria,Outlaw,584,France,Male,31,5,,2,Yes,No,31474,0
507,Adison,Obiuto,691,Germany,Male,30,7,116927.89,1,Yes,No,21198,0
508,Alissa,Lo,684,Germany,Female,40,6,137326.65,1,Yes,No,186977,0
509,Cherry,Okechukwu,733,France,Male,22,5,,2,Yes,Yes,117202,0
510,Adele,King,599,Spain,Female,37,2,,2,Yes,Yes,143739,0
511,Vanessa,Forbes,524,Germany,Female,31,10,67238.98,2,Yes,Yes,161811,0
512,Leonardo,Macleod,632,Germany,Female,38,6,86569.76,2,Yes,No,98091,0
513,Daryl,Gibbs,735,Spain,Male,34,5,,2,No,No,71095,0
514,Fiona,Isayev,734,France,Male,34,6,133598.4,1,Yes,Yes,13107,0
515,Melissa,Pisano,605,France,Female,51,3,136188.78,1,Yes,Yes,67111,1
516,Kellan,Belstead,793,Spain,Male,38,9,,2,Yes,No,88225,0
517,Carl,Vassiliev,468,France,Female,56,10,,3,No,Yes,62257,1
518,Kate,Schneider,779,Germany,Male,37,7,120092.52,2,Yes,No,135926,0
519,Chelsea,Mazzanti,698,France,Male,48,4,101238.24,2,No,Yes,177816,1
520,Carlos,Knipe,707,France,Male,58,6,89685.92,1,No,Yes,126471,0
521,Michelle,Macartney,850,France,Female,35,1,211774.31,1,Yes,No,188574,1
522,Dale,Madukwe,850,France,Male,56,7,131317.48,1,Yes,Yes,119175,0
523,Arianna,Watts,527,,Male,37,5,93722.73,2,Yes,Yes,139094,0
524,Jasmine,Humphreys,696,,Male,32,8,101160.99,1,Yes,Yes,115917,0
525,Dexter,Wu,661,,Male,48,3,120320.54,1,No,No,96463,0
526,Carl,Chin,776,,Female,31,2,,2,Yes,Yes,112350,0
527,Adrian,Chesnokova,701,,Male,43,2,,2,Yes,Yes,165304,0
528,Aida,Kung,610,,Male,26,8,,2,Yes,No,166031,0
529,Anna,Lu,572,,Female,48,3,152827.99,1,Yes,No,38412,1
530,Heather,Nkemakolam,673,,Male,30,1,64097.75,1,Yes,Yes,77783,0
531,Ted,Walton,519,,Female,57,2,119035.35,2,Yes,Yes,29872,0
532,Stella,Brookes,702,,Female,26,4,135219.57,1,No,Yes,59748,0
533,Arthur,Baldwin,729,France,Male,32,6,93694.42,1,Yes,Yes,79919,0
534,Lucia,Mai,543,Spain,Male,35,10,59408.63,1,Yes,No,76774,0
535,Robert,Shih,550,France,Female,40,7,114354.95,1,Yes,No,54019,0
536,Victoria,He,608,France,Male,59,1,,1,Yes,No,70650,1
537,Adison,Fiorentini,639,Germany,Male,35,10,128173.9,2,Yes,No,59093,0
538,Alissa,Lucciano,686,Spain,Male,34,9,,2,Yes,No,127570,0
539,Cherry,Ferreira,564,Germany,Female,62,5,114931.35,3,No,Yes,18261,1
540,Adele,Ukaegbunam,745,Germany,Female,28,1,111071.36,1,Yes,No,73276,1
541,Vanessa,De Luca,833,France,Male,37,8,151226.18,2,Yes,Yes,136129,0
542,Leonardo,Milne,622,France,Male,26,9,,2,Yes,Yes,153238,0
543,Daryl,Davide,597,France,Female,42,4,64740.12,1,Yes,Yes,106841,0
544,Fiona,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,Yes,No,109078,1
545,Melissa,Little,504,France,Female,49,7,,3,No,Yes,87822,1
546,Kellan,Burns,842,Spain,Female,44,2,112652.08,2,Yes,No,126645,0
547,Carl,Paterson,587,France,Male,38,0,,2,Yes,No,47414,0
548,Kate,Han,479,Germany,Female,30,7,143964.36,2,Yes,No,41880,0
549,Chelsea,Kryukova,508,France,Male,49,7,122451.46,2,Yes,Yes,75808,0
550,Carlos,Ijendu,749,France,Male,24,1,,3,Yes,Yes,47911,0
551,Michelle,Reichard,721,Germany,Female,36,3,65253.07,2,Yes,No,28738,0
552,Dale,Day,674,Germany,Male,47,6,106901.94,1,Yes,Yes,2079,1
553,Arianna,Price,685,Spain,Female,25,10,128509.63,1,Yes,No,121562,0
554,Jasmine,Bruce,417,France,Male,34,7,,2,Yes,No,55004,0
555,Dexter,Sumrall,574,,Male,33,3,129834.67,1,Yes,No,193131,0
556,Carl,Lu,590,,Female,51,3,154962.99,3,No,Yes,191932,1
557,Adrian,Lazarev,587,,Male,40,5,138241.9,2,Yes,No,159418,0
558,Aida,Miller,598,,Male,41,3,91536.93,1,Yes,No,191469,1
559,Anna,Wentworth-Shields,741,,Male,53,3,,2,Yes,Yes,38914,0
560,Heather,Ritchie,850,,Female,70,5,,1,Yes,Yes,705,0
561,Ted,Mackenzie,584,,Female,29,,105204.01,1,No,Yes,138490,0
562,Dexter,Power,650,,Male,61,,152968.73,1,No,Yes,82971,0
563,Carl,Tan,607,,Male,36,,158261.68,1,Yes,Yes,76745,0
564,Adrian,Pendergrass,509,,Female,46,,,1,Yes,No,71245,1
565,Aida,Evans,689,,Female,38,,121021.05,1,Yes,Yes,12182,0
566,Anna,Hsia,543,,Male,36,,,2,Yes,Yes,141211,0
567,Heather,Billson,438,,Female,54,,,1,No,No,191763,1
568,Ted,Teng,687,,Female,63,,137715.66,1,Yes,Yes,37939,0
569,Stella,Moretti,737,,Male,31,,121192.22,2,Yes,Yes,74891,0
570,Arthur,Jordan,761,,Male,31,,,3,Yes,Yes,166698,0
571,Lucia,Ts'ao,601,,Male,44,,100486.18,2,Yes,Yes,62679,0
572,Robert,Osborne,651,,Male,45,,,1,Yes,No,67740,1
573,Victoria,Carslaw,745,,Male,35,,92566.53,2,Yes,No,161520,0
574,Adison,Ch'ang,648,,Female,49,,,2,Yes,Yes,159836,1
575,Alissa,Hung,848,Spain,Male,40,,110929.96,1,Yes,Yes,30877,0
576,Cherry,Gordon,546,France,Female,27,,,2,Yes,Yes,14858,0
577,Adele,Obialo,439,Spain,Female,32,,138901.61,1,Yes,No,75686,0
578,Vanessa,Gray,755,France,Male,30,,123217.66,2,No,Yes,144183,0
579,Leonardo,Lin,593,France,Female,41,6,,1,Yes,No,65171,0
580,Daryl,Hopkins,701,France,Male,39,2,,2,Yes,Yes,82527,0
581,Fiona,Dobson,701,Spain,Male,36,8,,2,Yes,No,169161,0
582,Melissa,McKay,607,Spain,Female,33,2,108431.87,2,No,Yes,109291,1
583,Kellan,Revell,586,Spain,Female,57,3,,2,No,Yes,6058,0
584,Carl,Rickards,547,Germany,Female,30,9,72392.41,1,Yes,No,77077,0
585,Kate,Begum,647,Germany,Female,51,1,119741.77,2,No,No,54955,1
586,Chelsea,Onyinyechukwuka,760,France,Female,51,2,100946.71,1,No,No,179615,1
587,Carlos,Zuyev,621,Spain,Male,53,9,170491.84,1,Yes,No,35588,1
588,Michelle,Nwankwo,725,France,Male,44,5,,1,Yes,Yes,117356,0
589,Dale,Hao,526,France,Male,36,1,,1,Yes,No,160697,0
590,Arianna,Ma,519,Spain,Female,47,6,157296.02,2,No,No,147278,1
591,Jasmine,Okwuadigbo,713,Germany,Female,38,7,144606.22,1,Yes,Yes,56594,1
592,Dexter,Mitchell,700,France,Male,38,8,134811.3,1,Yes,No,1300,0
593,Carl,Chan,666,France,Female,34,9,115897.12,1,Yes,Yes,25095,0
594,Adrian,Buchi,630,Spain,Male,32,4,82034,1,No,No,146326,0
595,Aida,Greco,779,Spain,Female,26,4,174318.13,2,No,Yes,38296,0
596,Anna,Lombardi,611,Germany,Female,41,2,114206.84,1,Yes,No,164062,0
597,Heather,Uchenna,685,Spain,Male,43,9,,2,Yes,No,107811,0
598,Ted,Coffman,646,Germany,Male,39,9,111574.41,1,Yes,Yes,30839,0
599,Stella,Alexandrova,683,Germany,Female,57,5,162448.69,1,No,No,9222,1
600,Arthur,Fallaci,484,Germany,Female,34,4,148249.54,1,No,Yes,33738,0
601,Lucia,Hudson,601,France,Female,43,8,,3,No,Yes,110916,1
602,Robert,Mai,762,Spain,Female,26,7,123709.46,2,Yes,Yes,169655,0
603,Victoria,Stout,687,France,Female,72,9,,1,No,Yes,69829,0
604,Adison,Burke,566,France,Male,30,5,,1,Yes,No,54927,1
605,Alissa,Chadwick,702,France,Male,37,10,150525.8,1,Yes,Yes,94728,0
606,Cherry,Lawrence,601,France,Male,29,9,,1,Yes,Yes,80393,0
607,Adele,Bellucci,699,France,Male,53,4,,2,No,Yes,111308,0
608,Vanessa,Harper,584,France,Male,28,10,,2,Yes,No,19834,0
609,Leonardo,Boyle,699,France,Male,35,5,,2,Yes,Yes,78397,0
610,Daryl,Duncan,698,Germany,Female,51,2,111018.98,1,Yes,No,86410,0
611,Fiona,Moss,495,France,Male,30,10,129755.99,1,No,No,172750,0
612,Melissa,Avdeyeva,650,France,Female,27,6,,2,Yes,No,1002,0
613,Kellan,Crawford,605,France,Female,64,2,129555.7,1,Yes,Yes,13602,0
614,Carl,Lynton,667,Spain,Male,38,1,87202.38,1,Yes,Yes,77867,0
615,Kate,Duncan,688,Germany,Male,26,8,146133.39,1,Yes,Yes,175297,0
616,Chelsea,Gether,727,Spain,Female,31,0,,1,Yes,No,121751,1
617,Carlos,Davidson,754,Spain,Male,39,6,170184.99,2,Yes,No,89593,0
618,Michelle,Larionova,612,Germany,Female,62,8,140745.33,1,Yes,No,193438,1
619,Dale,Loggia,546,Spain,Male,42,7,139070.51,1,Yes,Yes,86945,0
620,Arianna,Steinhoff,673,Spain,Female,37,8,,2,Yes,Yes,183319,0
621,Jasmine,Guerra,593,France,Male,35,9,114193.24,1,Yes,No,71154,0
622,Dexter,Pai,656,Spain,Female,40,10,167878.5,1,No,Yes,151887,0
623,Carl,Craig,535,Germany,Female,53,5,141616.55,2,Yes,Yes,75889,0
624,Adrian,Lazareva,678,Germany,Male,36,3,145747.67,2,No,Yes,89567,0
625,Aida,Ch'iu,477,Spain,Female,48,2,129120.64,1,No,Yes,26476,0
626,Anna,Alderete,850,Spain,Male,35,7,110349.82,1,No,No,126356,0
627,Heather,Kung,427,France,Male,29,1,141325.56,1,Yes,Yes,93839,0
628,Ted,Palermo,752,France,Male,49,2,78653.84,1,Yes,No,7699,0
629,Dexter,Ts'ai,649,France,Male,47,1,,2,Yes,Yes,145594,0
630,Carl,Rahman,799,Spain,Female,28,3,142253.65,1,Yes,No,45043,0
631,Adrian,McMillan,589,France,Female,61,1,,1,Yes,No,61109,1
632,Aida,Pickering,583,Germany,Female,54,6,115988.86,1,Yes,No,57554,1
633,Anna,Mirams,839,Spain,Female,33,10,75592.43,1,Yes,No,62674,0
634,Heather,Tsao,540,Germany,Male,44,3,164113.04,2,Yes,Yes,12121,0
635,Ted,Douglas,850,France,Male,31,6,67996.23,2,No,No,50130,1
636,Stella,Jideofor,696,Spain,Female,51,5,,2,Yes,No,55022,0
637,Arthur,Bell,660,Spain,Female,33,1,,2,No,No,117835,0
638,Lucia,Mairinger,682,France,Male,48,1,138778.15,1,No,Yes,168840,0
639,Robert,McIntyre,744,France,Female,43,10,147832.15,1,No,Yes,24234,0
640,Victoria,Pagnotto,785,France,Female,36,4,135438.4,1,No,No,190627,0
641,Adison,K'ung,752,Spain,Male,48,5,116060.08,1,Yes,No,156618,1
642,Alissa,Feng,706,France,Female,29,5,112564.62,1,Yes,No,42334,0
643,Cherry,Donaldson,583,France,Female,27,1,125406.58,1,Yes,Yes,110784,0
644,Adele,Chambers,660,Germany,Female,39,5,135134.99,1,Yes,No,173683,1
645,Vanessa,Marcelo,819,France,Female,39,9,133102.92,1,Yes,No,27046,1
646,Leonardo,Ejimofor,673,France,Female,34,8,42157.08,1,Yes,No,20599,1
647,Daryl,Dale,752,France,Female,30,3,,2,Yes,Yes,104991,0
648,Fiona,Pokrovsky,578,France,Male,38,7,82259.29,1,Yes,No,8997,0
649,Melissa,Stonebraker,438,France,Female,36,4,,2,Yes,No,64421,0
650,Kellan,Liang,652,France,Male,38,6,,2,Yes,Yes,145700,0
651,Carl,Anderson,629,France,Female,49,4,,2,Yes,Yes,196335,0
652,Kate,Christian,720,France,Male,52,7,,1,Yes,Yes,14781,0
653,Chelsea,Mao,668,France,Male,42,3,150461.07,1,Yes,No,108139,0
654,Carlos,Campbell,459,Germany,Male,48,4,133994.52,1,Yes,Yes,19287,1
655,Michelle,Ginikanwa,729,Spain,Male,31,8,164870.81,2,Yes,Yes,9567,0
656,Dale,Toscani,498,Germany,Male,25,8,121702.73,1,Yes,Yes,132210,0
657,Arianna,Nnachetam,549,Spain,Male,25,6,193858.2,1,No,Yes,21600,0
658,Jasmine,Sagese,601,Germany,Female,54,1,131039.97,2,Yes,Yes,199662,0
659,Dexter,Fleming,544,France,Male,64,9,113829.45,1,Yes,Yes,124341,0
660,Carl,Grubb,751,France,Female,30,6,,2,Yes,No,15766,0
661,Adrian,Napolitani,632,Germany,Female,41,3,81877.38,1,Yes,Yes,33642,0
662,Aida,Anenechi,694,Spain,Male,57,8,116326.07,1,Yes,Yes,117705,0
663,Anna,Chandler,678,France,Male,31,2,,2,Yes,Yes,58803,0
664,Heather,Howells,695,France,Male,46,4,,2,Yes,Yes,137537,0
665,Ted,Akeroyd,661,France,Female,41,1,,2,No,Yes,131301,0
666,Stella,Onwumelu,661,France,Male,33,9,,2,Yes,Yes,84175,0
667,Arthur,Wallace,559,France,Female,31,3,127070.73,1,No,Yes,160942,0
668,Lucia,Uwaezuoke,503,France,Male,29,3,,2,Yes,Yes,143955,0
669,Robert,Loyau,695,Spain,Male,46,3,122549.64,1,Yes,Yes,56298,0
670,Victoria,Small,640,France,Female,42,5,176099.13,1,Yes,Yes,8405,0
671,Adison,Bledsoe,624,Germany,Female,48,3,122388.38,2,No,No,30020,0
672,Alissa,Kao,667,France,Male,42,9,,2,No,Yes,58137,0
673,Cherry,Wickens,642,France,Male,26,0,,1,No,No,47473,0
674,Adele,Wertheim,640,Spain,Female,32,6,118879.35,2,Yes,Yes,19132,0
675,Vanessa,He,529,Spain,Male,35,5,,2,Yes,Yes,187289,0
676,Leonardo,Jarvis,563,France,Female,39,5,,2,Yes,Yes,17604,0
677,Daryl,P'an,593,Spain,Female,38,4,88736.44,2,Yes,No,67020,0
678,Fiona,Repina,739,Germany,Male,45,7,102703.62,1,No,Yes,147803,1
679,Melissa,Pugliesi,788,Spain,Female,70,1,,2,Yes,Yes,41611,0
680,Kellan,Blakey,684,Spain,Female,38,3,,2,Yes,No,44256,0
681,Carl,Nucci,482,France,Male,55,5,97318.25,1,No,Yes,78416,0
